Date,Close,log_return
2010-01-05,1136.52001953125,0.003110831966759875
2010-01-06,1137.1400146484375,0.0005453718878234426
2010-01-07,1141.68994140625,0.003993218354653827
2010-01-08,1144.97998046875,0.002877583075096446
2010-01-11,1146.97998046875,0.0017452316285844205
2010-01-12,1136.219970703125,-0.009425446438944718
2010-01-13,1145.6800537109375,0.008291456333360259
2010-01-14,1148.4599609375,0.0024234864214145446
2010-01-15,1136.030029296875,-0.010882126301208217
2010-01-19,1150.22998046875,0.012422151207736931
2010-01-20,1138.0400390625,-0.010654386601861354
2010-01-21,1116.47998046875,-0.019126657272988012
2010-01-22,1091.760009765625,-0.022389779630108464
2010-01-25,1096.780029296875,0.004587559053796042
2010-01-26,1092.1700439453125,-0.004212057847785999
2010-01-27,1097.5,0.004868282868612184
2010-01-28,1084.530029296875,-0.011888125534279759
2010-01-29,1073.8699951171875,-0.009877799049982094
2010-02-01,1089.18994140625,0.014165305546368856
2010-02-02,1103.3199462890625,0.012889520445202862
2010-02-03,1097.280029296875,-0.00548935038253795
2010-02-04,1063.1099853515625,-0.031635856049807565
2010-02-05,1066.18994140625,0.0028929303608267176
2010-02-08,1056.739990234375,-0.008902803100373724
2010-02-09,1070.52001953125,0.012955841773585774
2010-02-10,1068.1300048828125,-0.002235069428007108
2010-02-11,1078.469970703125,0.009633882335100985
2010-02-12,1075.510009765625,-0.0027483661199410037
2010-02-16,1094.8699951171875,0.017840653536262074
2010-02-17,1099.510009765625,0.004229004596710162
2010-02-18,1106.75,0.006563157733795677
2010-02-19,1109.1700439453125,0.0021842348635905395
2010-02-22,1108.010009765625,-0.0010464051249199358
2010-02-23,1094.5999755859375,-0.012176644945198767
2010-02-24,1105.239990234375,0.009673519697189548
2010-02-25,1102.93994140625,-0.0020832085528645905
2010-02-26,1104.489990234375,0.0014043925568572035
2010-03-01,1115.7099609375,0.010107257423603855
2010-03-02,1118.31005859375,0.002327731002886857
2010-03-03,1118.7900390625,0.0004291095214004059
2010-03-04,1122.969970703125,0.0037291560795713607
2010-03-05,1138.699951171875,0.013910282801603557
2010-03-08,1138.5,-0.00017561143217648123
2010-03-09,1140.449951171875,0.0017112720239724766
2010-03-10,1145.6099853515625,0.004514354904212148
2010-03-11,1150.239990234375,0.004033374313506144
2010-03-12,1149.989990234375,-0.00021736957009199642
2010-03-15,1150.510009765625,0.0004520926234352629
2010-03-16,1159.4599609375,0.007749014983160052
2010-03-17,1166.2099609375,0.005804795332563728
2010-03-18,1165.8299560546875,-0.00032589912668878895
2010-03-19,1159.9000244140625,-0.005099426451613098
2010-03-22,1165.81005859375,0.005082359099180422
2010-03-23,1174.1700439453125,0.007145377784800289
2010-03-24,1167.719970703125,-0.005508447887288881
2010-03-25,1165.72998046875,-0.0017056210833281682
